"","variable","importance","sd","importance_scaled"
"1","age",32.8629960677467,1.38123242151674,43.2148392605187
"2","industry",1.96339984217898,1.07043383171417,2.58187075849625
"3","income",26.8315818301601,1.43021468229548,35.2835296424428
"4","education",14.7081585212922,1.10211187648642,19.3412282010308
"5","metro_status",-0.894813900777037,1.01959167477466,-1.17668026404048
"6","employer_size",0.57430601634072,1.07236753095309,0.755212401551882
