"","variable","importance","sd","importance_scaled"
"1","age",21.3126240279973,1.22629877369298,9.22819761745065
"2","industry",42.6403131357458,1.73751423957392,18.4629182952661
"3","income",93.4034857033856,2.95972323374778,40.4429704712698
"4","education",37.5931865240102,1.6246438492336,16.2775523960598
"5","metro_status",3.03035920849061,1.12934085647448,1.3121215665925
"6","employer_size",32.9711327042136,1.34521219093556,14.2762396533612
