"","variable","importance","sd","importance_scaled"
"1","age",30.696247611416,1.36721032355121,11.7973648908451
"2","industry",37.255127115259,1.59854993035892,14.3181125653311
"3","income",105.768846925894,3.34032528283547,40.6497138368359
"4","education",51.7989051778518,1.64157663148728,19.907664059308
"5","metro_status",0.739842760987523,1.00970550119663,0.28434078079218
"6","employer_size",33.9368274821954,1.58415656634343,13.0428038668877
