"","variable","importance","sd","importance_scaled"
"1","age",26.005881460254,1.32794702289881,9.97210032510304
"2","industry",44.7078876208982,1.49302621205557,17.1434889203973
"3","income",104.884233379537,3.82516415192906,40.2184444076923
"4","education",44.7686272358843,1.86697197962929,17.1667798646121
"5","metro_status",3.33871706002163,1.0140656987336,1.28024968238641
"6","employer_size",37.0810534242046,1.28309317778735,14.2189367998089
